id,root,affix,info,pos,tense,person,possession,cases,verb_voice1,verb_voice2,verb_voice3,verb_func,impulsion,copula,singular,plural,question,negative,lexical_affixes,syntactical_affixes
341,oila/kitob,(i)ngdan,"oila{ngdan}/ kitob{ingdan}",NOUN,,,2,Ablative,,,,,,,1,,,,,
343,oila/kitob,(i)ngga,"oila{ngga}/ kitob{ingga}",NOUN,,,2,Dative,,,,,,,1,,,,,
4,kitob,(i)ngiz,"",NOUN,,,2,,,,,,,,1,,,,,
1705,ayt/kuyla,(i)ngiz,"FEL uchun istak-mayl",VERB,,,2,,,,,,1,,,1,,,,
347,oila/kitob,(i)ngizda,"oila{ngizda}/ kitob{ingizda}",NOUN,,,2,Locative,,,,,,,1,,,,,
1296,kitob/oila,(i)ngizdagi,"",NOUN,,,2,,,,,,,,1,,,,,
1297,kitob/oila,(i)ngizdagiday,"",NOUN,,,2,,,,,,,,1,,,,,
1298,kitob/oila,(i)ngizdagidek,"",NOUN,,,2,,,,,,,,1,,,,,
1646,qosh,(i)ngizdaman,"",NOUN,,,2,,,,,,,,1,,,,,
1648,qosh,(i)ngizdamiz,"",NOUN,,,2,,,,,,,,1,,,,,
348,oila/kitob,(i)ngizdan,"oila{ngizdan}/ kitob{ingizdan}",NOUN,,,2,Ablative,,,,,,,1,,,,,
1647,mashina/uy,(i)ngizdasiz,"",NOUN,,,2,,,,,,,,1,,,,,
1571,etibori/oila,(i)ngizga,"",NOUN,,,2,Dative,,,,,,,1,,,,,
36,kitob/dada,(i)ngizmi,"",NOUN,,,2,,,,,,,,1,,1,,,
345,oila/kitob,(i)ngizni,"oila{ngizni}/ kitob{ingizni}",NOUN,,,2,Accusative,,,,,,,1,,,,,
346,oila/kitob,(i)ngizning,"oila{ngizning}/ kitob{ingizning}",NOUN,,,2,,,,,,,,1,,,,,
60,bor/kuyla,(i)nglar,"",VERB,,,2,,,,,,,,,1,,,,
35,kitob/dada,(i)ngmi,"",NOUN,,,2,,,,,,,,1,,1,,,
339,oila/kitob,(i)ngni,"oila{ngni}/ kitob{ingni}",NOUN,,,2,Accusative,,,,,,,1,,,,,
342,oila/kitob,(i)ngning,"oila{ngning}/ kitob{ingning}",NOUN,,,2,,,,,,,,1,,,,,
804,tara/ko`r,(i)nib,"",VERB,,,,,,,,,Message,,,,,,,
805,tara/ko`r,(i)nibdi,"",VERB,Present,,,,,,,,Message,,,,,,,
806,tara/ko`r,(i)nibdilar,"",VERB,Past,3,,,,,,,,,,1,,,,
807,tara/ko`r,(i)nibdimi,"",VERB,Past,,,,,,,,,,1,,1,,,
808,tara/ko`r,(i)nibgina,"",VERB,,,,,,,,,,,,,,,,
1489,ko`r/tara,(i)nishdi,"",VERB,Present,,,,,,,,Message,,,,,,,
1490,ko`r/tara,(i)nishdilar,"",VERB,,,,,,,,,,,,1,,,,
1491,ko`r/tara,(i)nishdimi,"",VERB,,,,,,,,,,,,,1,,,
1492,ko`r/tara,(i)nishgan,"",VERB,,,,,,,,,,,,,,,,
1494,ko`r/tara,(i)nishgandi,"",VERB,Past,,,,,,,,Message,,,,,,,
1498,ko`r/tara,(i)nishgandim,"",VERB,,,,,,,,,,,,,,,,
1495,ko`r/tara,(i)nishgandimi,"",VERB,,,,,,,,,,,,,1,,,
1496,ko`r/tara,(i)nishganding,"",VERB,,,,,,,,,,,,,,,,
1497,ko`r/tara,(i)nishgandingiz,"",VERB,,,,,,,,,,,,,,,,
1499,ko`r/tara,(i)nishgani,"",VERB,,,,,,,,,,,,,,,,
1500,ko`r/tara,(i)nishganida,"",VERB,,,,,,,,,,,,,,,,
1501,ko`r/tara,(i)nishganidan,"",VERB,,,,,,,,,,,,,,,,
1502,ko`r/tara,(i)nishganiga,"",VERB,,,,,,,,,,,,,,,,
1493,ko`r/tara,(i)nishganmi,"",VERB,,,,,,,,,,,,,1,,,
1484,ko`r/tara,(i)nishi,"",VERB,,,,,,,,,,,,,,,,
1485,ko`r/tara,(i)nishib,"",VERB,,,,,,,,,,,,,,,,
1488,ko`r/tara,(i)nishim,"",VERB,,,,,,,,,,,,,,,,
1486,ko`r/tara,(i)nishing,"",VERB,,,,,,,,,,,,,,,,
1487,ko`r/tara,(i)nishingiz,"",VERB,,,,,,,,,,,,,,,,
686,qil/qala/o`yla,(i)nmadi,"o`ylanmadi",VERB,Past,3,,,,,,,Message,,,,,1,,
690,qil/qala/o`yla,(i)nmadik,"",VERB,,,,,,,,,,,,,,1,,
691,qil/qala/o`yla,(i)nmadim,"",VERB,,,,,,,,,,,,,,1,,
688,qil/qala/o`yla,(i)nmading,"",VERB,,,,,,,,,,,,,,1,,
689,qil/qala/o`yla,(i)nmadingiz,"",VERB,,,,,,,,,,,,,,1,,
687,qil/qala/o`yla,(i)nmas,"",VERB,,,,,,,,,,,,,,1,,
812,tara/ko`r,(i)nmasdi,"",VERB,,,,,,,,,Message,,,,,1,,
814,tara/ko`r,(i)nmasdilar,"",VERB,Past,,,,,,,,,,,1,,1,,
813,tara/ko`r,(i)nmasding,"",VERB,,,,,,,,,,,,,,1,,
809,tara/ko`r,(i)nmay,"",VERB,,,,,,,,,,,,,,1,,
810,tara/ko`r,(i)nmaydi,"",VERB,,,,,,,,,Message,,,,,1,,
811,tara/ko`r,(i)nmaydilar,"",VERB,,,,,,,,,,,,1,,1,,
536,qil/qala,(i)nmoqda,"o`t qala{nmoqda}",VERB,,,,,,,,,,,,,,,,
1568,aniqla/berk,(i)nsa,"",VERB,,,,,,,,,Conditional,,,,,,,
905,sev/kuy,(i)ntir,"",VERB,,,,,,,,,,,,,,,,
907,sev/kuy,(i)ntirdi,"",VERB,,,,,,,,,Message,,,,,,,
908,sev/kuy,(i)ntirdilar,"",VERB,,,,,,,,,,,,1,,,,
913,sev/kuy,(i)ntirding,"",VERB,,,,,,,,,,,,,,,,
914,sev/kuy,(i)ntirdingiz,"",VERB,,,,,,,,,,,,,,,,
915,sev/kuy,(i)ntirgan,"",VERB,,,,,,,,,,,,,,,,
918,sev/kuy,(i)ntirganman,"",VERB,,,,,,,,,,,,,,,,
921,sev/kuy,(i)ntirganmi,"",VERB,,,,,,,,,,,,,1,,,
922,sev/kuy,(i)ntirganmiding,"",VERB,,,,,,,,,,,,,1,,,
923,sev/kuy,(i)ntirganmidingiz,"",VERB,,,,,,,,,,,,,1,,,
919,sev/kuy,(i)ntirganmisan,"",VERB,,,,,,,,,,,,,1,,,
920,sev/kuy,(i)ntirganmisiz,"",VERB,,,,,,,,,,,,,1,,,
916,sev/kuy,(i)ntirgansan,"",VERB,,,,,,,,,,,,,,,,
917,sev/kuy,(i)ntirgansiz,"",VERB,,,,,,,,,,,,,,,,
909,sev/kuy,(i)ntirildi,"",VERB,,,,,,,,,Message,,,,,,,
910,sev/kuy,(i)ntirildilar,"",VERB,,,,,,,,,,,,1,,,,
911,sev/kuy,(i)ntirma,"",VERB,,,,,,,,,,,,,,1,,
912,sev/kuy,(i)ntirmadi,"",VERB,,,,,,,,,Message,,1,,,1,,
478,yur/uxla,(i)sh,"",VERB,,,,,,,,,,,,,,,,
1421,bo`l,(i)shadi,"",VERB,,,,,,,,,Message,,,,,,,
1422,bo`l,(i)shardi,"",VERB,,,,,,,,,Message,,,,,,,
1576,et/qil/uxla,(i)shayotgani,"",VERB,,,,,,,,,,,,,,,,
1577,et/qil/uxla,(i)shayotganida,"",VERB,,,,,,,,,,,,,,,,
1578,et/qil/uxla,(i)shayotganiga,"",VERB,,,,,,,,,,,,,,,,
1579,bor/uxla,(i)shayotganini,"",VERB,,,,Accusative,,,,,,,,,,,,
482,yur/uxla,(i)shda,"",VERB,,,,,,,,,,,,,,,,
481,yur/uxla,(i)shdan,"",VERB,,,,,,,,,,,,,,,,
1066,ishla/kel,(i)shdi,"",VERB,,,,,,,,,Message,,,,,,,
1068,ishla/kel,(i)shdik,"",VERB,,,,,,,,,,,,,,,,
553,qo`shil/sakra,(i)shdikmi,"",VERB,,,,,,,,,,,,,1,,,
1067,ishla/kel,(i)shdilar,"",VERB,,,,,,,,,,,,1,,,,
1069,ishla/kel,(i)shdim,"",VERB,,,,,,,,,,,,,,,,
550,qo`shil/sakra,(i)shdimi,"",VERB,,,,,,,,,,,,,1,,,
1070,ishla/kel,(i)shding,"",VERB,,,,,,,,,,,,,,,,
1071,ishla/kel,(i)shdingiz,"",VERB,,,,,,,,,,,,,,,,
552,qo`shil/sakra,(i)shdingizmi,"",VERB,,,,,,,,,,,,,1,,,
551,qo`shil/sakra,(i)shdingmi,"",VERB,,,,,,,,,,,,,1,,,
1431,bor/sakra,(i)shga,"",VERB,,,,,,,,,,,,,,,,
1072,ishla/kel,(i)shgan,"",VERB,,,,,,,,,,,,,,,,
1092,ishla/kel,(i)shganda,"",VERB,,,,,,,,,,,,,,,,
1093,ishla/kel,(i)shgandan,"",VERB,,,,,,,,,,,,,,,,
1074,ishla/kel,(i)shgandi,"",VERB,,,,,,,,,Message,,,,,,,
1088,ishla/kel,(i)shgandik,"",VERB,,,,,,,,,,,,,,,,
1090,ishla/kel,(i)shgandilar,"",VERB,,,,,,,,,,,,1,,,,
1085,ishla/kel,(i)shgandim,"",VERB,,,,,,,,,,,,,,,,
1084,ishla/kel,(i)shganding,"",VERB,,,,,,,,,,,,,,,,
1087,ishla/kel,(i)shgandingiz,"",VERB,,,,,,,,,,,,,,,,
1094,ishla/kel,(i)shganga,"",VERB,,,,,,,,,,,,,,,,
1424,bo`l,(i)shgani,"",VERB,,,,,,,,,,,,,,,,
1426,bo`l,(i)shganida,"",VERB,,,,,,,,,,,,,,,,
1427,bo`l,(i)shganidan,"",VERB,,,,,,,,,,,,,,,,
1091,ishla/kel,(i)shganim,"",VERB,,,,,,,,,,,,,,,,
1425,bo`l,(i)shganing,"",VERB,,,,,,,,,,,,,,,,
1644,sev/gapla,(i)shganlar,"",VERB,,,,,,,,,,,,1,,1,,
1073,ishla/kel,(i)shganmi,"",VERB,,,,,,,,,,,,,1,,,
1075,ishla/kel,(i)shganmidi,"",VERB,,,,,,,,,Message,,,,1,,,
1078,ishla/kel,(i)shganmidik,"",VERB,,,,,,,,,,,,,1,,,
1076,ishla/kel,(i)shganmidilar,"",VERB,,,,,,,,,,,,1,1,,,
1079,ishla/kel,(i)shganmidim,"",VERB,,,,,,,,,,,,,1,,,
556,qo`shil/sakra,(i)shganmiding,"",VERB,,,,,,,,,,,,,1,,,
555,qo`shil/sakra,(i)shganmidingiz,"",VERB,,,,,,,,,,,,,1,,,
1082,ishla/kel,(i)shganmisan,"",VERB,,,,,,,,,,,,,1,,,
1083,ishla/kel,(i)shganmisiz,"",VERB,,,,,,,,,,,,,1,,,
546,ayt/sakra,(i)shi,"",VERB,,,,,,,,,,,,,,,,
685,bul/kuyla,(i)shicha,"",VERB,,,,,,,,,,,,,,,,
520,kurash/sakra,(i)shida,"FEL",VERB,,,,,,,,,,,,,,,,
545,qo`shil/sakra,(i)shidan,"",VERB,,,,,,,,,,,,,,,,
535,kurash/sakra/o`tkaz,(i)shiga,"o`t qala{ngan}",VERB,,,,,,,,,,,,,,,,
483,yur/uxla,(i)shim,"",VERB,,,,,,,,,,,,,,,,
493,yur/uxla,(i)shimda,"",VERB,,,,,,,,,,,,,,,,
494,yur/uxla,(i)shimdan,"",VERB,,,,,,,,,,,,,,,,
514,yur/uxla,(i)shimga,"",VERB,,,,,,,,,,,,,,,,
622,yur/uxla,(i)shimgacha,"tur{ishimgacha} gapirishdi",VERB,,,,,,,,,,,,,,,,
486,yur/uxla,(i)shimiz,"",VERB,,,,,,,,,,,,,,,,
488,yur/uxla,(i)shimizda,"",VERB,,,,,,,,,,,,,,,,
489,yur/uxla,(i)shimizdan,"",VERB,,,,,,,,,,,,,,,,
510,yur/uxla,(i)shimizga,"",VERB,,,,,,,,,,,,,,,,
487,yur/uxla,(i)shimizni,"",VERB,,,,Accusative,,,,,,,,,,,,
490,yur/uxla,(i)shimizning,"",VERB,,,,,,,,,,,,,,,,
491,yur/uxla,(i)shimni,"",VERB,,,,Accusative,,,,,,,,,,,,
492,yur/uxla,(i)shimning,"",VERB,,,,,,,,,,,,,,,,
484,yur/uxla,(i)shing,"",VERB,,,,,,,,,,,,,,,,
497,yur/uxla,(i)shingda,"",VERB,,,,,,,,,,,,,,,,
498,yur/uxla,(i)shingdan,"",VERB,,,,,,,,,,,,,,,,
512,yur/uxla,(i)shingga,"",VERB,,,,,,,,,,,,,,,,
623,yur/uxla,(i)shinggacha,"",VERB,,,,,,,,,,,,,,,,
485,yur/uxla,(i)shingiz,"",VERB,,,,,,,,,,,,,,,,
501,yur/uxla,(i)shingizda,"",VERB,,,,,,,,,,,,,,,,
502,yur/uxla,(i)shingizdan,"",VERB,,,,,,,,,,,,,,,,
511,yur/uxla,(i)shingizga,"",VERB,,,,,,,,,,,,,,,,
628,tur/uxla,(i)shingizgacha,"",VERB,,,,,,,,,,,,,,,,
499,yur/uxla,(i)shingizni,"",VERB,,,,Accusative,,,,,,,,,,,,
500,yur/uxla,(i)shingizning,"",VERB,,,,,,,,,,,,,,,,
495,yur/uxla,(i)shingni,"",VERB,,,,Accusative,,,,,,,,,,,,
496,yur/uxla,(i)shingning,"",VERB,,,,,,,,,,,,,,,,
547,qo`shil/sakra,(i)shini,"",VERB,,,,,,,,,,,,,,,,
1518,ajra,(i)shish,"",VERB,,,,,,,,,,,,,,,,
1539,ajra,(i)shishayotgandi,"",VERB,,,,,,,,,Message,,,,,,,
1540,ajra,(i)shishayotgandilar,"",VERB,,,,,,,,,,,,1,,,,
1537,ajra,(i)shishayotganida,"",VERB,,,,,,,,,,,,,,,,
1538,ajra,(i)shishayotganidan,"",VERB,,,,,,,,,,,,,,,,
1536,ajra,(i)shishayotganini,"",VERB,,,,,,,,,,,,,,,,
1541,ajra,(i)shishayotganmidi,"",VERB,,,,,,,,,Message,,,,,,,
1519,ajra,(i)shishdi,"",VERB,,,,,,,,,Message,,,,,,,
1520,ajra,(i)shishgan,"",VERB,,,,,,,,,,,,,,,,
1521,ajra,(i)shishgandi,"",VERB,,,,,,,,,Message,,,,,,,
1532,ajra,(i)shishgandik,"",VERB,,,,,,,,,,,,,,,,
1522,ajra,(i)shishgandilar,"",VERB,,,,,,,,,,,,1,,,,
1533,ajra,(i)shishganding,"",VERB,,,,,,,,,,,,,,,,
1534,ajra,(i)shishgandingiz,"",VERB,,,,,,,,,,,,,,,,
1525,ajra,(i)shishgani,"",VERB,,,,,,,,,,,,,,,,
1527,ajra,(i)shishganida,"",VERB,,,,,,,,,,,,,,,,
1528,ajra,(i)shishganidan,"",VERB,,,,,,,,,,,,,,,,
1529,ajra,(i)shishganim,"",VERB,,,,,,,,,,,,,,,,
1530,ajra,(i)shishganing,"",VERB,,,,,,,,,,,,,,,,
1531,ajra,(i)shishganingiz,"",VERB,,,,,,,,,,,,,,,,
1526,ajra,(i)shishganini,"",VERB,,,,,,,,,,,,,,,,
1535,ajra,(i)shishganlarimiz,"",VERB,,,,,,,,,,,,1,,,,
1523,ajra,(i)shishganmi,"",VERB,,,,,,,,,,,,,1,,,
1524,ajra,(i)shishganmidi,"",VERB,,,,,,,,,Message,,,,1,,,
854,yugur,(i)shma,"",VERB,,,,,,,,,,,,,,1,,
855,yugur,(i)shmadi,"",VERB,,,,,,,,,Message,,,,,1,,
856,yugur,(i)shmadilar,"",VERB,,,,,,,,,,,,1,,1,,
857,ishla/kut,(i)shmadillar,"",VERB,,,,,,,,,,,,1,,1,,
860,ishla/ayt,(i)shmadim,"",VERB,,,,,,,,,,,,,,1,,
858,ishla/kut,(i)shmadimi,"",VERB,,,,,,,,,,,,,1,1,,
859,ishla/ayt,(i)shmading,"",VERB,,,,,,,,,,,,,,1,,
557,qo`shil/sakra,(i)shmagan,"",VERB,,,,,,,,,,,,,,1,,
559,qo`shil/sakra,(i)shmagandi,"",VERB,,,,,,,,,Message,,,,,1,,
562,qo`shil/sakra,(i)shmagani,"",VERB,,,,,,,,,,,,,,1,,
560,qo`shil/sakra,(i)shmaganing,"",VERB,,,,,,,,,,,,,,1,,
561,qo`shil/sakra,(i)shmaganingiz,"",VERB,,,,,,,,,,,,,,1,,
558,qo`shil/sakra,(i)shmaganligi,"",VERB,,,,,,,,,,,,,,1,,
862,ishla/ayt,(i)shmaganligidan,"",VERB,,,,,,,,,,,,,,1,,
863,ishla/ayt,(i)shmaganligini,"",VERB,,,,,,,,,,,,,,1,,
1095,ishla/kel,(i)shmoq,"",VERB,,,,,,,,,,,,,,,,
479,yur/uxla,(i)shni,"",VERB,,,,,,,,,,,,,,,,
480,yur/uxla,(i)shning,"",VERB,,,,,,,,,,,,,,,,
1441,chetla,(i)shtir,"",VERB,,,,,,,,,,,,,,,,
1449,chetla,(i)shtirgan,"",VERB,,,,,,,,,,,,,,,,
1443,chetla,(i)shtirish,"",VERB,,,,,,,,,,,,,,,,
1451,chetla,(i)shtirishda,"",VERB,,,,,,,,,,,,,,,,
1453,chetla,(i)shtirishdan,"",VERB,,,,,,,,,,,,,,,,
1444,chetla,(i)shtirishdi,"",VERB,,,,,,,,,Message,,,,,,,
1445,chetla,(i)shtirishdimi,"",VERB,,,,,,,,,,,,,1,,,
1446,chetla,(i)shtirishgan,"",VERB,,,,,,,,,,,,,,,,
1447,chetla,(i)shtirishganmi,"",VERB,,,,,,,,,,,,,1,,,
1448,chetla,(i)shtirishganmidi,"",VERB,,,,,,,,,Message,,,,1,,,
1442,chetla,(i)shtirishni,"",VERB,,,,,,,,,,,,,,,,
1542,angla/ishla/uxla/kir/,(i)tadi,"",VERB,Future,,,,,,,,Message,,,,,,,
1269,ishla/yur,(i)tayotgan,"",VERB,,,,,,,,,,,,,,,,
1270,ishla/yur,(i)tayotganlar,"",VERB,,,,,,,,,,,,1,,,,
1273,ishla/yur,(i)tayotganlarda,"",VERB,,,,,,,,,,,,1,,,,
1272,ishla/yur,(i)tayotganlardan,"",VERB,,,,,,,,,,,,1,,,,
1271,ishla/yur,(i)tayotganlarni,"",VERB,,,,,,,,,,,,1,,,,
416,ishla/yur,(i)tdi,"FEL nisbat",VERB,Past,,,,,,,,Message,,,,,,,
417,ishla/yur,(i)tdimi,"FEL nisbat",VERB,,,,,,,,,,,,,1,,,
976,ishla/yur,(i)tgan,"",VERB,,,,,,,,,,,,,,,,
984,ishla/yur,(i)tgandik,"",VERB,,,,,,,,,,,,,,,,
1543,angla/ishla/uxla/kir,(i)tgani,"",VERB,,,,,,,,,,,,,,,,
1544,angla/ishla/uxla/kir,(i)tganida,"",VERB,,,,,,,,,,,,,,,,
1545,angla/ishla/uxla/kir,(i)tganidan,"",VERB,,,,,,,,,,,,,,,,
1547,angla/ishla/uxla/kir,(i)tganiga,"",VERB,,,,,,,,,,,,,,,,
977,ishla/yur,(i)tganim,"",VERB,,,,,,,,,,,,,,,,
978,ishla/yur,(i)tganimda,"",VERB,,,,,,,,,,,,,,,,
982,ishla/yur,(i)tganimdan,"",VERB,,,,,,,,,,,,,,,,
981,ishla/yur,(i)tganimni,"",VERB,,,,,,,,,,,,,,,,
1546,angla/ishla/uxla/kir,(i)tganini,"",VERB,,,,,,,,,,,,,,,,
1063,ishla/yur,(i)tganlar,"",VERB,,,,,,,,,,,,1,,,,
1064,ishla/yur,(i)tganlardan,"",VERB,,,,,,,,,,,,1,,,,
979,ishla/yur,(i)tganlarim,"",VERB,,,,,,,,,,,,1,,,,
980,ishla/yur,(i)tganlarimni,"",VERB,,,,,,,,,,,,1,,,,
974,ishla/yur,(i)tibdi,"",VERB,Past,,,,,,,,Message,,,,,,,
975,ishla/yur,(i)tibdilar,"",VERB,,,,,,,,,,,,1,,,,
1397,berk/ajra,(i)tiladi,"",VERB,,,,,,,,,Message,,,,,,,
1396,berk/ajra,(i)tiladigan,"",VERB,,,,,,,,,,,,,,,,
1274,ishla/yur,(i)tilayotgan,"",VERB,,,,,,,,,,,,,,,,
1400,berk/ajra,(i)tilayotgani,"",VERB,,,,,,,,,,,,,,,,
987,ishla/yur,(i)tildi,"",VERB,,,,,,,,,Message,,,,,,,
989,ishla/yur,(i)tildik,"",VERB,,,,,,,,,,,,,,,,
988,ishla/yur,(i)tildim,"",VERB,,,,,,,,,,,,,,,,
1399,berk/ajra,(i)tildimi,"",VERB,,,,,,,,,,,,,1,,,
993,ishla/yur,(i)tilding,"",VERB,,,,,,,,,,,,,,,,
994,ishla/yur,(i)tildingiz,"",VERB,,,,,,,,,,,,,,,,
995,ishla/yur,(i)tilgan,"",VERB,,,,,,,,,,,,,,,,
1006,ishla/yur,(i)tilgandan,"",VERB,,,,,,,,,,,,,,,,
1024,ishla/yur,(i)tilgandi,"",VERB,,,,,,,,,Message,,,,,,,
1026,ishla/yur,(i)tilgandik,"",VERB,,,,,,,,,,,,,,,,
1031,ishla/yur,(i)tilgandilar,"",VERB,,,,,,,,,,,,1,,,,
1025,ishla/yur,(i)tilgandim,"",VERB,,,,,,,,,,,,,,,,
1027,ishla/yur,(i)tilganding,"",VERB,,,,,,,,,,,,,,,,
1028,ishla/yur,(i)tilgandingiz,"",VERB,,,,,,,,,,,,,,,,
1007,ishla/yur,(i)tilgani,"",VERB,,,,,,,,,,,,,,,,
1008,ishla/yur,(i)tilganida,"",VERB,,,,,,,,,,,,,,,,
1009,ishla/yur,(i)tilganidan,"",VERB,,,,,,,,,,,,,,,,
1002,ishla/yur,(i)tilganim,"",VERB,,,,,,,,,,,,,,,,
1003,ishla/yur,(i)tilganimda,"",VERB,,,,,,,,,,,,,,,,
1004,ishla/yur,(i)tilganimdan,"",VERB,,,,,,,,,,,,,,,,
1005,ishla/yur,(i)tilganimni,"",VERB,,,,,,,,,,,,,,,,
1001,ishla/yur,(i)tilganing,"",VERB,,,,,,,,,,,,,,,,
997,ishla/yur,(i)tilganlar,"",VERB,,,,,,,,,,,,1,,,,
415,ishla/yur,(i)tilganlarni,"FEL nisbat",VERB,,,,,,,,,,,,1,,,,
1011,ishla/yur,(i)tilganman,"",VERB,,,,,,,,,,,,,,,,
998,ishla/yur,(i)tilganmi,"",VERB,,,,,,,,,,,,,1,,,
1000,ishla/yur,(i)tilganmidi,"",VERB,,,,,,,,,Message,,,,1,,,
999,ishla/yur,(i)tilganmilar,"",VERB,,,,,,,,,,,,1,1,,,
1010,ishla/yur,(i)tilganmiz,"",VERB,,,,,,,,,,,,,,,,
1012,ishla/yur,(i)tilgansan,"",VERB,,,,,,,,,,,,,,,,
1013,ishla/yur,(i)tilgansiz,"",VERB,,,,,,,,,,,,,,,,
1061,ishla/yur,(i)tilib,"",VERB,,,,,,,,,,,,,,,,
1062,ishla/yur,(i)tilibdi,"",VERB,,,,,,,,,Message,,,,,,,
1014,ishla/yur,(i)tilish,"",VERB,,,,,,,,,,,,,,,,
1015,ishla/yur,(i)tilishi,"",VERB,,,,,,,,,,,,,,,,
1020,ishla/yur,(i)tilishida,"",VERB,,,,,,,,,,,,,,,,
1019,ishla/yur,(i)tilishidan,"",VERB,,,,,,,,,,,,,,,,
1021,ishla/yur,(i)tilishiga,"",VERB,,,,,,,,,,,,,,,,
1017,ishla/yur,(i)tilishim,"",VERB,,,,,,,,,,,,,,,,
1018,ishla/yur,(i)tilishing,"",VERB,,,,,,,,,,,,,,,,
1023,ishla/yur,(i)tilishingiz,"",VERB,,,,,,,,,,,,,,,,
1016,ishla/yur,(i)tilishini,"",VERB,,,,,,,,,,,,,,,,
986,ishla/yur,(i)tilmadi,"",VERB,,,,,,,,,Message,,,,,1,,
1046,ishla/yur,(i)tilmadik,"",VERB,,,,,,,,,,,,,,1,,
1047,ishla/yur,(i)tilmadim,"",VERB,,,,,,,,,,,,,,1,,
1045,ishla/yur,(i)tilmadimi,"",VERB,,,,,,,,,,,,,1,1,,
1048,ishla/yur,(i)tilmading,"",VERB,,,,,,,,,,,,,,1,,
1049,ishla/yur,(i)tilmadingiz,"",VERB,,,,,,,,,,,,,,1,,
985,ishla/yur,(i)tilmagan,"",VERB,,,,,,,,,,,,,,1,,
1035,ishla/yur,(i)tilmagani,"",VERB,,,,,,,,,,,,,,1,,
1037,ishla/yur,(i)tilmaganida,"",VERB,,,,,,,,,,,,,,1,,
1036,ishla/yur,(i)tilmaganidan,"",VERB,,,,,,,,,,,,,,1,,
1038,ishla/yur,(i)tilmaganing,"",VERB,,,,,,,,,,,,,,1,,
1052,ishla/yur,(i)tilmaganman,"",VERB,,,,,,,,,,,,,,1,,
1053,ishla/yur,(i)tilmaganmiz,"",VERB,,,,,,,,,,,,,,1,,
1050,ishla/yur,(i)tilmagansan,"",VERB,,,,,,,,,,,,,,1,,
1051,ishla/yur,(i)tilmagansiz,"",VERB,,,,,,,,,,,,,,1,,
1039,ishla/yur,(i)tilmas,"",VERB,,,,,,,,,,,,,,1,,
1054,ishla/yur,(i)tilmasdan,"",VERB,,,,,,,,,,,,,,1,,
1040,ishla/yur,(i)tilmasdi,"",VERB,,,,,,,,,Message,,,,,1,,
1042,ishla/yur,(i)tilmasdik,"",VERB,,,,,,,,,,,,,,1,,
1041,ishla/yur,(i)tilmasdilar,"",VERB,,,,,,,,,,,,1,,1,,
1043,ishla/yur,(i)tilmasligi,"",VERB,,,,,,,,,,,,,,1,,
1056,ishla/yur,(i)tilmasligidan,"",VERB,,,,,,,,,,,,,,1,,
1044,ishla/yur,(i)tilmaslik,"",VERB,,,,,,,,,,,,,,1,,
1057,ishla/yur,(i)tilmay,"",VERB,,,,,,,,,,,,,,1,,
1058,ishla/yur,(i)tilmaydi,"",VERB,,,,,,,,,Message,,,,,1,,
1059,ishla/yur,(i)tilmaydigan,"",VERB,,,,,,,,,,,,,,1,,
1060,ishla/yur,(i)tilmayin,"",VERB,,,,,,,,,,,,,,1,,
1275,ishla/yur,(i)tilmayotgan,"",VERB,,,,,,,,,,,,,,1,,
1276,ishla/yur,(i)tilmayotgandi,"",VERB,,,,,,,,,Message,,,,,1,,
1034,ishla/yur,(i)tilmoq,"",VERB,,,,,,,,,,,,,,,,
1565,angla/ishla/uxla/kir,(i)tish,"",VERB,,,,,,,,,,,,,,,,
1564,angla/ishla/uxla/kir,(i)tishi,"",VERB,,,,,,,,,,,,,,,,
1553,angla/ishla/uxla/kir,(i)tma,"",VERB,,,,,,,,,,,,,,1,,
1556,angla/ishla/uxla/kir,(i)tmadi,"",VERB,,,,,,,,,Message,,,,,1,,
1557,angla/ishla/uxla/kir,(i)tmas,"",VERB,,,,,,,,,,,,,,1,,
1558,angla/ishla/uxla/kir,(i)tmasdi,"",VERB,,,,,,,,,Message,,,,,1,,
1554,angla/ishla/uxla/kir,(i)tmay,"",VERB,,,,,,,,,,,,,,1,,
1555,angla/ishla/uxla/kir,(i)tmaydi,"",VERB,,,,,,,,,Message,,,,,1,,
1559,angla/ishla/uxla/kir,(i)tmaydigan,"",VERB,,,,,,,,,,,,,,1,,
1561,angla/ishla/uxla/kir,(i)tmaydilar,"",VERB,,,,,,,,,,,,1,,1,,
1560,angla/ishla/uxla/kir,(i)tmaydimi,"",VERB,,,,,,,,,,,,,1,1,,
418,ishla/yur,(i)tmoqchi,"FEL nisbat",VERB,Future,3,,,,,,,Proposal,,,,,,,
1548,angla/ishla/uxla/kir,(i)tsa,"",VERB,,,,,,,,,Conditional,,,,,,,
1550,angla/ishla/uxla/kir,(i)tsak,"",VERB,,,,,,,,,Conditional,,,,,,,
1549,angla/ishla/uxla/kir,(i)tsam,"",VERB,,,,,,,,,Conditional,,,,,,,
1551,angla/ishla/uxla/kir,(i)tsang,"",VERB,,,,,,,,,Conditional,,,,,,,
1552,angla/ishla/uxla/kir,(i)tsangiz,"",VERB,,,,,,,,,Conditional,,,,,,,
924,ishla/yur,(i)ttir,"",VERB,,,,,,,,,,,,,,,,
925,ishla/yur,(i)ttirdi,"",VERB,,,,,,,,,Message,,,,,,,
